0,0,180

0,1,90.8127
1,1,91.8482
2,1,91.0294

0,2,90.3306
1,2,90.9074
2,2,91.0429
3,2,90.3072

0,3,90.0372
1,3,90.748
2,3,90.694
3,3,90.0853

0,4,90.0012
1,4,90.0452
2,4,90.2436
3,4,90.0484

0,5,90.0223
1,5,90.1435
2,5,90.0321
3,5,90.0359
4,5,90.3789

0,6,90.0527
1,6,90.147
2,6,90.0302
3,6,90.0052
4,6,90.3939

0,7,90.1034
1,7,90.0988
2,7,90.0688
3,7,90.0893
4,7,90.9915

0,8,90.1829
1,8,90.1146
2,8,90.136
3,8,90.1262
4,8,90.7018

--
0,0,180

0,1,90.3135
1,1,91.707
2,1,91.2916

0,2,90.1778
1,2,90.457
2,2,90.0671
3,2,90.0034

0,3,90.8312
1,3,90.0605
2,3,90.0495
3,3,90.0861

0,4,91.2506
1,4,90.0235
2,4,90.2092
3,4,90.0435

0,5,91.6698
1,5,90.0175
2,5,90.0758
3,5,90.1967
4,5,90.0874

0,6,92.0605
1,6,90.2776
2,6,90.2659
3,6,90.0687
4,6,90.3461

0,7,95.6085
1,7,90.3749
2,7,90.2935
3,7,90.0333
4,7,90.3833

0,8,95.9397
1,8,90.45
2,8,90.2987
3,8,90.0509
4,8,90.533
5,8,102.122

--
0,0,180

0,1,117.688
1,1,90.6274
2,1,90.7415
3,1,90.1189

0,2,117.788
1,2,90.5314
2,2,90.2007
3,2,91.4794
4,2,90.1467
5,2,90.2411

0,3,122.442
1,3,90.481
2,3,90.2545
3,3,90.0074
4,3,90.844
5,3,90.167

0,4,121.516
1,4,90.0664
2,4,90.2827
3,4,90.6223
4,4,90.3859
5,4,90.0925

0,5,113.496
1,5,90.1471
2,5,90.3115
3,5,90.6104
4,5,90.3859
5,5,90.1546

0,6,106.002
1,6,90.1471
2,6,90.1964
3,6,90.6234
4,6,90.2899
5,6,90.2043

0,7,106.002
1,7,90.1471
2,7,90.1964
3,7,90.6234
4,7,90.2899
5,7,90.2043

0,8,100.808
1,8,90.0957
2,8,90.1037
3,8,90.4371
4,8,90.2899
5,8,90.1038

--
0,0,92.4269
1,0,90.5759
2,0,90.6272

0,1,90.1613
1,1,90.1506
2,1,90.4782
3,1,90.9887
4,1,93.0406
5,1,94.951

0,2,90.1784
1,2,90.182
2,2,90.0588
3,2,90.4205
4,2,90.2835
5,2,101.246

0,3,90.0479
1,3,90.2198
2,3,90.2066
3,3,91.3062
4,3,90.3361
5,3,106.194
6,3,90.4407

0,4,90.1514
1,4,90.2629
2,4,90.0508
3,4,90.4417
4,4,90.2606
5,4,109.985
6,4,90.673

0,5,90.0825
1,5,90.1473
2,5,90.1906
3,5,90.0505
4,5,90.0198
5,5,120.252
6,5,90.0446

0,6,90.0825
1,6,90.1473
2,6,90.1906
3,6,90.0505
4,6,90.0198
5,6,120.252
6,6,90.0446

0,7,90.1437
1,7,90.0513
2,7,90.1906
3,7,90.0436
4,7,90.0154
5,7,128.56
6,7,90.0446

--
0,0,180

0,1,166.595
1,1,90.2082
2,1,93.5782
3,1,93.9269

0,2,157.545
1,2,90.8439
2,2,90.8987
3,2,90.848
4,2,90.6081
5,2,90.7046

0,3,130.042
1,3,90.0725
2,3,90.8987
3,3,90.3136
4,3,90.7292
5,3,90.0829
6,3,90.2995

0,4,113.266
1,4,90.0525
2,4,90.4583
3,4,90.1704
4,4,90.5201
5,4,90.0484
6,4,90.2995
7,4,91.4454

0,5,117.041
1,5,90.1778
2,5,90.1748
3,5,90.1004
4,5,90.021
5,5,90.1561
6,5,90.0046
7,5,91.6398

0,6,117.041
1,6,90.1778
2,6,90.1748
3,6,90.1004
4,6,90.021
5,6,90.1561
6,6,90.0046
7,6,91.6398

0,7,116.496
1,7,90.0911
2,7,90.0907
3,7,90.06
4,7,90.0438
5,7,90.3339
6,7,90.4122
7,7,91.4274

--
0,0,180

0,1,167.968
1,1,91.4256
2,1,90.7283
3,1,91.1888
4,1,90.7366

0,2,145.788
1,2,90.0458
2,2,90.2107
3,2,90.3936
4,2,90.3404
5,2,90.2583

0,3,120.564
1,3,90.0595
2,3,90.0571
3,3,90.059
4,3,90.1968
5,3,90.2766

0,4,120.564
1,4,93.1001
2,4,90.0763
3,4,90.5877
4,4,92.0264
5,4,91.687

0,5,120.564
1,5,93.1001
2,5,90.0763
3,5,90.5877
4,5,92.0264
5,5,91.687

0,6,120.564
1,6,93.1001
2,6,90.0763
3,6,90.8959
4,6,92.0264
5,6,90.9251
6,6,90.3844

0,7,120.564
1,7,93.1001
2,7,90.0763
3,7,90.8959
4,7,92.0264
5,7,90.9251
6,7,90.3844

0,8,120.564
1,8,108.76
2,8,90.0763
3,8,90.9111
4,8,93.7578
5,8,91.5605
6,8,91.3916

--
0,0,90.0298
1,0,104.642

0,1,91.4962
1,1,101.089
2,1,94.4768
3,1,108.709

0,2,91.0874
1,2,99.2668
2,2,97.6839
3,2,101.288

0,3,93.1955
1,3,96.3001
2,3,91.0041
3,3,99.7377

0,4,93.0432
1,4,94.2002
2,4,90.4723
3,4,131.492

0,5,92.6226
1,5,91.9093
2,5,91.3782
3,5,119.648

0,6,92.2437
1,6,90.7343
2,6,91.8508
3,6,108.281
4,6,101.773

0,7,91.4187
1,7,90.0264
2,7,92.3631
3,7,141.698
4,7,101.773

--
0,0,90.6617
1,0,180
2,0,91.0678

0,1,90.6617
1,1,163.275
2,1,90.1935
3,1,95.4121
4,1,92.5881

0,2,90.6617
1,2,125.314
2,2,90.1836
3,2,91.4538
4,2,92.5881
5,2,95.9051

0,3,96.1145
1,3,129.412
2,3,93.0057
3,3,93.8919
4,3,91.6061
5,3,96.5231

0,4,96.489
1,4,123.216
2,4,94.5332
3,4,93.8919
4,4,93.2523
5,4,96.5231

0,5,97.2761
1,5,122.353
2,5,95.7995
3,5,93.8919
4,5,95.1431
5,5,94.4584

0,6,97.2761
1,6,122.353
2,6,95.7995
3,6,93.8919
4,6,95.1431
5,6,94.4584

--
0,0,180
1,0,180

0,1,178.764
2,1,129.873
3,1,128.359

0,2,153.402
2,2,109.048
3,2,128.359
4,2,102.905

0,3,99.6233
2,3,98.9425
3,3,96.4615
4,3,96.8118

0,4,99.601
2,4,93.8895
3,4,95.1139
4,4,94.7523

0,5,103.201
2,5,92.0971
3,5,92.7909
4,5,94.7801

0,6,105.732
2,6,91.8313
3,6,92.6695
4,6,94.18
5,6,90.6969

0,7,105.732
2,7,91.2374
3,7,93.7239
4,7,93.7709
5,7,92.9945

0,8,105.732
2,8,91.2374
3,8,93.7239
4,8,93.7709
5,8,92.9945

--
0,0,180

0,1,104.671
1,1,100.809

0,2,111.416
1,2,96.6903
2,2,133.789

0,3,115.462
1,3,95.2596
2,3,132.673
3,3,109.672

0,4,109.588
1,4,92.3246
2,4,134.632
3,4,102.584

0,5,103.438
1,5,90.178
2,5,104.064
3,5,91.9639

0,6,100.616
1,6,92.0084
2,6,94.9844
3,6,91.1035

0,7,100.616
1,7,92.0063
2,7,92.2881
3,7,90.7451

0,8,100.616
1,8,91.6912
2,8,91.203
3,8,90.7211

--
0,0,90.5735

0,1,90.5735
1,1,98.7354
2,1,180
3,1,99.7392

0,2,93.346
1,2,96.9003
2,2,93.7374
3,2,96.5778

0,3,91.6778
1,3,94.9937
2,3,93.7374
3,3,95.4344

0,4,90.8666
1,4,94.2464
2,4,93.7374
3,4,95.0089

0,5,90.4259
1,5,93.9376
2,5,93.7374
3,5,95.0213
4,5,95.4502

0,6,90.0339
1,6,93.9956
2,6,93.7374
3,6,95.1017
4,6,94.001

0,7,90.1015
1,7,92.9411
2,7,93.7374
